epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/classify_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),top1_acc,top5_acc,f1_score,val/box_loss,val/cls_loss,val/dfl_loss,val/classify_loss,lr/pg0,lr/pg1,lr/pg2
97,83368.8,1.42143,1.3543,1.18864,1.58563,0.44693,0.38031,0.35899,0.20249,0.25456,0.89788,0.20022,1.41497,1.42157,1.25016,1.95441,0.006832,0.006832,0.006832
98,84253.8,1.42268,1.34867,1.19232,1.59799,0.44888,0.38155,0.36054,0.2029,0.2581,0.89841,0.20305,1.41458,1.42103,1.24897,1.95341,0.006799,0.006799,0.006799
99,85173.3,1.4158,1.34146,1.18411,1.58602,0.44958,0.38152,0.36058,0.2032,0.26164,0.90045,0.20503,1.4143,1.42012,1.24788,1.95288,0.006766,0.006766,0.006766
100,86018.1,1.41728,1.34395,1.18772,1.55952,0.44688,0.38296,0.36133,0.2037,0.26314,0.90163,0.20601,1.41387,1.41908,1.24684,1.95453,0.006733,0.006733,0.006733
101,86891.8,1.41591,1.33977,1.18924,1.60117,0.44554,0.38458,0.3618,0.20417,0.26582,0.90217,0.20779,1.41386,1.41846,1.24612,1.95102,0.0067,0.0067,0.0067
102,87762.7,1.41447,1.33144,1.18684,1.5802,0.45221,0.38177,0.36308,0.20461,0.26947,0.90485,0.20998,1.41409,1.41799,1.2455,1.9462,0.006667,0.006667,0.006667
103,88648.2,1.41816,1.33767,1.18889,1.58605,0.45128,0.38401,0.36331,0.20501,0.27398,0.90624,0.21252,1.41418,1.41686,1.24495,1.94404,0.006634,0.006634,0.006634
104,89546.2,1.41184,1.32845,1.18424,1.56147,0.45209,0.38353,0.36431,0.20548,0.27709,0.90903,0.21443,1.41402,1.41592,1.24405,1.94276,0.006601,0.006601,0.006601
105,90396.1,1.41303,1.3283,1.18105,1.57967,0.44782,0.38598,0.36523,0.20591,0.28009,0.90914,0.21644,1.41376,1.41508,1.24316,1.94319,0.006568,0.006568,0.006568
106,91237.7,1.41176,1.32423,1.18037,1.57062,0.4491,0.38484,0.36565,0.20654,0.28438,0.90764,0.21804,1.41393,1.41389,1.24223,1.94516,0.006535,0.006535,0.006535
107,92116.6,1.40874,1.31826,1.18054,1.55589,0.45074,0.38494,0.36598,0.20666,0.28556,0.90839,0.21946,1.41389,1.41289,1.24143,1.94442,0.006502,0.006502,0.006502
108,93020.7,1.40955,1.31913,1.18034,1.5372,0.44862,0.38527,0.36599,0.20727,0.28942,0.90764,0.22184,1.41388,1.41137,1.24077,1.9446,0.006469,0.006469,0.006469
109,93894,1.40797,1.31664,1.17805,1.53637,0.44798,0.38682,0.36681,0.20753,0.29414,0.90775,0.22396,1.41395,1.41059,1.2401,1.94368,0.006436,0.006436,0.006436
110,94764.3,1.40331,1.30839,1.17919,1.55387,0.44966,0.38337,0.3674,0.20796,0.29586,0.90828,0.22458,1.41414,1.40984,1.23957,1.94309,0.006403,0.006403,0.006403
111,95685.7,1.40417,1.30571,1.17537,1.53348,0.45573,0.38206,0.36796,0.20847,0.30069,0.90989,0.22725,1.41393,1.40889,1.23867,1.93939,0.00637,0.00637,0.00637
112,96575.3,1.40155,1.30165,1.17558,1.55504,0.45407,0.38209,0.36836,0.20866,0.30455,0.91086,0.22892,1.41389,1.40812,1.238,1.938,0.006337,0.006337,0.006337
113,97480.9,1.40594,1.30533,1.1752,1.52456,0.45244,0.38309,0.36908,0.20942,0.30508,0.90925,0.23007,1.41411,1.40781,1.23721,1.93658,0.006304,0.006304,0.006304
114,98365.1,1.40506,1.30108,1.17487,1.53932,0.4545,0.3827,0.36945,0.20986,0.30669,0.91118,0.23091,1.41445,1.40724,1.23668,1.93555,0.006271,0.006271,0.006271
115,99224.7,1.40137,1.30349,1.17555,1.52631,0.45953,0.38156,0.37023,0.21005,0.3082,0.91268,0.23125,1.4145,1.40666,1.23613,1.93729,0.006238,0.006238,0.006238
116,100058,1.39853,1.29733,1.17113,1.49521,0.4591,0.38165,0.37046,0.21061,0.30991,0.91289,0.23232,1.41439,1.40607,1.23544,1.93645,0.006205,0.006205,0.006205
117,100959,1.39799,1.28834,1.17293,1.51884,0.45438,0.38392,0.37108,0.21077,0.31249,0.91268,0.23394,1.41447,1.40584,1.23492,1.93507,0.006172,0.006172,0.006172
118,101861,1.39735,1.29359,1.17141,1.51746,0.45645,0.38241,0.37149,0.21114,0.31528,0.91268,0.2347,1.4148,1.40526,1.23445,1.93436,0.006139,0.006139,0.006139
119,102732,1.39549,1.28159,1.16964,1.53154,0.45892,0.38206,0.3713,0.21139,0.3171,0.91268,0.23454,1.41517,1.40509,1.23403,1.93332,0.006106,0.006106,0.006106
120,103627,1.39082,1.27936,1.16556,1.51264,0.45956,0.38209,0.37204,0.21151,0.31914,0.9115,0.23578,1.41519,1.40448,1.23329,1.93206,0.006073,0.006073,0.006073
121,104452,1.39181,1.27374,1.16764,1.49383,0.46629,0.381,0.37226,0.21185,0.32246,0.91182,0.23747,1.41521,1.40389,1.23267,1.93321,0.00604,0.00604,0.00604
122,105303,1.39046,1.27304,1.16697,1.48851,0.46067,0.3836,0.37248,0.21215,0.32386,0.91225,0.23692,1.41563,1.40273,1.23254,1.93095,0.006007,0.006007,0.006007
123,106209,1.3928,1.2729,1.16818,1.50749,0.45931,0.38591,0.37328,0.21255,0.32761,0.91193,0.23934,1.41538,1.40164,1.23195,1.92975,0.005974,0.005974,0.005974
124,107074,1.38945,1.266,1.16547,1.51502,0.45926,0.38456,0.37309,0.21274,0.32911,0.91193,0.24043,1.41538,1.40122,1.23157,1.93121,0.005941,0.005941,0.005941
125,107966,1.39055,1.26995,1.16299,1.50141,0.45816,0.38441,0.37301,0.2129,0.3319,0.91204,0.24125,1.41548,1.40072,1.23109,1.93145,0.005908,0.005908,0.005908
126,108847,1.38531,1.26,1.16176,1.46057,0.46366,0.38473,0.37314,0.21299,0.33587,0.91257,0.24287,1.41522,1.40003,1.23041,1.93154,0.005875,0.005875,0.005875
127,109693,1.38373,1.25643,1.16054,1.48921,0.46628,0.38451,0.37322,0.21339,0.33684,0.91204,0.24386,1.415,1.39911,1.22963,1.93032,0.005842,0.005842,0.005842
128,110600,1.3867,1.25508,1.16029,1.47697,0.46467,0.38515,0.3737,0.21369,0.3378,0.91118,0.24562,1.41462,1.39885,1.22885,1.92927,0.005809,0.005809,0.005809
129,111483,1.38477,1.2565,1.16137,1.4831,0.46546,0.38517,0.37428,0.21418,0.33802,0.91193,0.24611,1.41411,1.3979,1.22799,1.92575,0.005776,0.005776,0.005776
130,112417,1.38352,1.25237,1.1586,1.47669,0.46341,0.38534,0.37468,0.21446,0.34295,0.91322,0.2491,1.41406,1.39755,1.22725,1.92109,0.005743,0.005743,0.005743
131,113315,1.38078,1.24881,1.15477,1.46362,0.46791,0.38374,0.37512,0.21476,0.34542,0.91311,0.25124,1.41375,1.39685,1.22663,1.91588,0.00571,0.00571,0.00571
132,114177,1.38349,1.25293,1.15719,1.46251,0.46739,0.38443,0.37553,0.21485,0.34638,0.91289,0.25093,1.41364,1.39651,1.22604,1.91474,0.005677,0.005677,0.005677
133,115095,1.37866,1.23618,1.15628,1.48443,0.46756,0.38522,0.37585,0.21522,0.34714,0.91343,0.25196,1.41365,1.39576,1.22556,1.91519,0.005644,0.005644,0.005644
134,115932,1.37484,1.23685,1.15755,1.46409,0.47172,0.38488,0.37663,0.21575,0.34617,0.91386,0.2522,1.41397,1.39486,1.22544,1.91198,0.005611,0.005611,0.005611
135,116854,1.37871,1.23703,1.15418,1.48133,0.47236,0.38551,0.37692,0.21612,0.34671,0.91311,0.2533,1.41399,1.39388,1.22474,1.91189,0.005578,0.005578,0.005578
136,117705,1.37689,1.23824,1.1523,1.4199,0.47135,0.38668,0.37761,0.21631,0.34574,0.91247,0.25281,1.41388,1.39332,1.22389,1.91022,0.005545,0.005545,0.005545
137,118532,1.37604,1.22933,1.15135,1.45693,0.47287,0.38583,0.3775,0.2163,0.34767,0.91214,0.25407,1.41391,1.39296,1.22328,1.90781,0.005512,0.005512,0.005512
