epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/classify_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),top1_acc,top5_acc,f1_score,val/box_loss,val/cls_loss,val/dfl_loss,val/classify_loss,lr/pg0,lr/pg1,lr/pg2
71,44518,1.48705,1.51424,1.20468,1.52434,0.40682,0.35742,0.33047,0.18195,0.41021,0.91472,0.0671,1.43963,1.47996,1.24606,1.62402,0.00769,0.00769,0.00769
72,45149.4,1.48267,1.51043,1.20568,1.52702,0.40542,0.35995,0.33132,0.18234,0.40925,0.91483,0.06668,1.43911,1.47914,1.24431,1.62349,0.007657,0.007657,0.007657
73,45773.1,1.47826,1.50427,1.19882,1.52613,0.4035,0.36184,0.33122,0.18226,0.40871,0.91483,0.0662,1.4388,1.47863,1.24234,1.62307,0.007624,0.007624,0.007624
74,46402.5,1.47829,1.50498,1.19805,1.52262,0.40242,0.36187,0.33206,0.1827,0.40764,0.91472,0.06546,1.4381,1.47759,1.24068,1.62303,0.007591,0.007591,0.007591
75,47028.1,1.48088,1.50098,1.19901,1.52378,0.39679,0.36669,0.33194,0.18272,0.40678,0.91472,0.06486,1.43743,1.47703,1.23871,1.62288,0.007558,0.007558,0.007558
76,47655.8,1.47629,1.50215,1.1947,1.52138,0.40003,0.36471,0.3325,0.18286,0.40646,0.9145,0.06464,1.43737,1.47625,1.23714,1.62331,0.007525,0.007525,0.007525
77,48280.3,1.47704,1.50229,1.19766,1.52254,0.40055,0.3659,0.33288,0.18342,0.40571,0.91429,0.06411,1.4371,1.47534,1.23543,1.62287,0.007492,0.007492,0.007492
78,48904.1,1.47506,1.49492,1.19585,1.51464,0.40202,0.36478,0.33347,0.18369,0.40506,0.91461,0.06387,1.4364,1.4743,1.23363,1.62256,0.007459,0.007459,0.007459
79,49526.6,1.47502,1.4956,1.19144,1.52011,0.40373,0.36586,0.33393,0.18386,0.40453,0.91429,0.06308,1.43626,1.47344,1.23201,1.62203,0.007426,0.007426,0.007426
80,50155.3,1.47512,1.48855,1.19267,1.52239,0.40119,0.36665,0.33384,0.18417,0.40474,0.91418,0.06323,1.43617,1.47213,1.23056,1.6217,0.007393,0.007393,0.007393
